"","r11eu27","indicator","rcb","pop","allocation","pf","equalcapita","indicatorfull","indicatorshort","principle","emiss_20152019co2",".group"
"154","AFR","CPC CO2 1850-2014",121.96707684832,961553461,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC CO2 1850-2014","R9","Polluter Pays",3.97895428664317,5
"155","EU27","CPC CO2 1990-2014",21.2832786054203,442703856,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC CO2 1990-2014","R12","Polluter Pays",15.2713129910285,6
"156","REU","CPC CO2 1990-2014",9.79780621205938,175745581,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC CO2 1990-2014","R12","Polluter Pays",4.83727809339056,6
"157","CPA","CPC CO2 1990-2014",107.297572698395,1543734416,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC CO2 1990-2014","R12","Polluter Pays",52.7723320101471,6
"158","FSU","CPC CO2 1990-2014",13.3433011589588,288132971,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC CO2 1990-2014","R12","Polluter Pays",12.5886940136973,6
"159","LAM","CPC CO2 1990-2014",52.4428792600106,619813810,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC CO2 1990-2014","R12","Polluter Pays",8.88774244467477,6
"160","MEA","CPC CO2 1990-2014",32.1104629803953,488754711,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC CO2 1990-2014","R12","Polluter Pays",13.8248547140283,6
"161","NAM","CPC CO2 1990-2014",11.5188018187143,364114036,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC CO2 1990-2014","R12","Polluter Pays",29.3508680707483,6
"162","PAS","CPC CO2 1990-2014",49.7337508491192,609194409,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC CO2 1990-2014","R12","Polluter Pays",11.4103691320799,6
"163","PAO","CPC CO2 1990-2014",6.56172556709691,155661767,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC CO2 1990-2014","R12","Polluter Pays",8.10381523312734,6
"164","SAS","CPC CO2 1990-2014",257.009899295508,1775545250,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC CO2 1990-2014","R12","Polluter Pays",13.9404799151414,6
"165","AFR","CPC CO2 1990-2014",142.900521554323,961553461,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC CO2 1990-2014","R12","Polluter Pays",3.97895428664317,6
"166","EU27","CPC Consumption CO2 1990-2014",18.5542767146266,442703856,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC Consumption CO2 1990-2014","R14","Polluter Pays",15.2713129910285,7
"167","REU","CPC Consumption CO2 1990-2014",8.70867620449632,175745581,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC Consumption CO2 1990-2014","R14","Polluter Pays",4.83727809339056,7
"168","CPA","CPC Consumption CO2 1990-2014",109.682300113207,1543734416,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC Consumption CO2 1990-2014","R14","Polluter Pays",52.7723320101471,7
"169","FSU","CPC Consumption CO2 1990-2014",14.973636413694,288132971,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC Consumption CO2 1990-2014","R14","Polluter Pays",12.5886940136973,7
"170","LAM","CPC Consumption CO2 1990-2014",50.4766761990026,619813810,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC Consumption CO2 1990-2014","R14","Polluter Pays",8.88774244467477,7
"171","MEA","CPC Consumption CO2 1990-2014",34.9550325405378,488754711,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC Consumption CO2 1990-2014","R14","Polluter Pays",13.8248547140283,7
"172","NAM","CPC Consumption CO2 1990-2014",10.7327123223385,364114036,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC Consumption CO2 1990-2014","R14","Polluter Pays",29.3508680707483,7
"173","PAS","CPC Consumption CO2 1990-2014",45.2110723026789,609194409,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC Consumption CO2 1990-2014","R14","Polluter Pays",11.4103691320799,7
"174","PAO","CPC Consumption CO2 1990-2014",5.87707928788527,155661767,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC Consumption CO2 1990-2014","R14","Polluter Pays",8.10381523312734,7
"175","SAS","CPC Consumption CO2 1990-2014",250.145749568419,1775545250,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC Consumption CO2 1990-2014","R14","Polluter Pays",13.9404799151414,7
"176","AFR","CPC Consumption CO2 1990-2014",154.682788333113,961553461,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"CPC Consumption CO2 1990-2014","R14","Polluter Pays",3.97895428664317,7
"177","EU27","GDP per capita 2014",20.3494927070067,442703856,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"GDP per capita 2014","C2","Ability to Pay",15.2713129910285,8
"178","REU","GDP per capita 2014",8.7277169418945,175745581,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"GDP per capita 2014","C2","Ability to Pay",4.83727809339056,8
"179","CPA","GDP per capita 2014",131.023319380906,1543734416,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"GDP per capita 2014","C2","Ability to Pay",52.7723320101471,8
"180","FSU","GDP per capita 2014",19.0594308511326,288132971,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"GDP per capita 2014","C2","Ability to Pay",12.5886940136973,8
"181","LAM","GDP per capita 2014",45.0136416031925,619813810,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"GDP per capita 2014","C2","Ability to Pay",8.88774244467477,8
"182","MEA","GDP per capita 2014",35.2378748294653,488754711,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"GDP per capita 2014","C2","Ability to Pay",13.8248547140283,8
"183","NAM","GDP per capita 2014",14.1095687505786,364114036,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"GDP per capita 2014","C2","Ability to Pay",29.3508680707483,8
"184","PAS","GDP per capita 2014",48.2752820989782,609194409,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"GDP per capita 2014","C2","Ability to Pay",11.4103691320799,8
"185","PAO","GDP per capita 2014",7.06595241755951,155661767,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"GDP per capita 2014","C2","Ability to Pay",8.10381523312734,8
"186","SAS","GDP per capita 2014",232.595004766335,1775545250,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"GDP per capita 2014","C2","Ability to Pay",13.9404799151414,8
"187","AFR","GDP per capita 2014",142.542715652951,961553461,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"GDP per capita 2014","C2","Ability to Pay",3.97895428664317,8
"188","EU27","Capital stock per capita 2014",17.2460440766595,442703856,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"Capital stock per capita 2014","C4","Ability to Pay",15.2713129910285,9
"189","REU","Capital stock per capita 2014",7.99306052957135,175745581,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"Capital stock per capita 2014","C4","Ability to Pay",4.83727809339056,9
"190","CPA","Capital stock per capita 2014",124.448058414886,1543734416,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"Capital stock per capita 2014","C4","Ability to Pay",52.7723320101471,9
"191","FSU","Capital stock per capita 2014",17.7115024615001,288132971,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"Capital stock per capita 2014","C4","Ability to Pay",12.5886940136973,9
"192","LAM","Capital stock per capita 2014",45.2315308562699,619813810,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"Capital stock per capita 2014","C4","Ability to Pay",8.88774244467477,9
"193","MEA","Capital stock per capita 2014",37.0280836772331,488754711,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"Capital stock per capita 2014","C4","Ability to Pay",13.8248547140283,9
"194","NAM","Capital stock per capita 2014",14.7860515501181,364114036,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"Capital stock per capita 2014","C4","Ability to Pay",29.3508680707483,9
"195","PAS","Capital stock per capita 2014",44.2471620364398,609194409,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"Capital stock per capita 2014","C4","Ability to Pay",11.4103691320799,9
"196","PAO","Capital stock per capita 2014",6.15035527821723,155661767,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"Capital stock per capita 2014","C4","Ability to Pay",8.10381523312734,9
"197","SAS","Capital stock per capita 2014",237.86732035477,1775545250,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"Capital stock per capita 2014","C4","Ability to Pay",13.9404799151414,9
"198","AFR","Capital stock per capita 2014",151.290830764334,961553461,"Allocated per capita in 2015","1/sqrt(x)",94.8153988010529,"Capital stock per capita 2014","C4","Ability to Pay",3.97895428664317,9
